timestamp,value
2025-04-07 13:28:52.891252041,31.2734375
2025-04-07 13:28:53.891252041,31.28125
2025-04-07 13:28:54.891252041,31.28125
2025-04-07 13:28:55.891252041,31.2734375
2025-04-07 13:28:56.891252041,31.28125
2025-04-07 13:28:57.891252041,31.2890625
2025-04-07 13:28:58.891252041,31.2890625
2025-04-07 13:28:59.891252041,31.265625
2025-04-07 13:29:00.891252041,31.265625
2025-04-07 13:29:01.891252041,31.265625
2025-04-07 13:29:02.891252041,31.2734375
2025-04-07 13:29:03.891252041,31.2734375
2025-04-07 13:29:04.891252041,31.2734375
2025-04-07 13:29:05.891252041,31.2734375
2025-04-07 13:29:06.891252041,31.2734375
2025-04-07 13:29:07.891252041,31.2890625
2025-04-07 13:29:08.891252041,31.2734375
2025-04-07 13:29:09.891252041,31.2890625
2025-04-07 13:29:10.891252041,31.265625
2025-04-07 13:29:11.891252041,31.2734375
2025-04-07 13:29:12.891252041,31.2734375
2025-04-07 13:29:13.891252041,31.28125
2025-04-07 13:29:14.891252041,31.28125
2025-04-07 13:29:15.891252041,31.2734375
2025-04-07 13:29:16.891252041,31.2734375
2025-04-07 13:29:17.891252041,31.28125
2025-04-07 13:29:18.891252041,31.2890625
2025-04-07 13:29:19.891252041,31.2734375
2025-04-07 13:29:20.891252041,31.265625
2025-04-07 13:29:21.891252041,31.28125
2025-04-07 13:29:22.891252041,31.28125
2025-04-07 13:29:23.891252041,31.28125
2025-04-07 13:29:24.891252041,31.28125
2025-04-07 13:29:25.891252041,31.2890625
2025-04-07 13:29:26.891252041,31.265625
2025-04-07 13:29:27.891252041,31.28125
2025-04-07 13:29:28.891252041,31.2734375
2025-04-07 13:29:29.891252041,31.296875
2025-04-07 13:29:30.891252041,31.28125
2025-04-07 13:29:31.891252041,31.28125
2025-04-07 13:29:32.891252041,31.2890625
2025-04-07 13:29:33.891252041,31.265625
2025-04-07 13:29:34.891252041,31.265625
2025-04-07 13:29:35.891252041,31.2734375
2025-04-07 13:29:36.891252041,31.28125
2025-04-07 13:29:37.891252041,31.2734375
2025-04-07 13:29:38.891252041,31.2578125
2025-04-07 13:29:39.891252041,31.2734375
2025-04-07 13:29:40.891252041,31.28125
2025-04-07 13:29:41.891252041,31.28125
2025-04-07 13:29:42.891252041,31.2890625
2025-04-07 13:29:43.891252041,31.28125
2025-04-07 13:29:44.891252041,31.28125
2025-04-07 13:29:45.891252041,31.2890625
2025-04-07 13:29:46.891252041,31.265625
2025-04-07 13:29:47.891252041,31.2578125
2025-04-07 13:29:48.891252041,31.2734375
2025-04-07 13:29:49.891252041,31.28125
2025-04-07 13:29:50.891252041,31.28125
2025-04-07 13:29:51.891252041,31.2890625
2025-04-07 13:29:52.891252041,31.28125
2025-04-07 13:29:53.891252041,31.28125
2025-04-07 13:29:54.891252041,31.2890625
2025-04-07 13:29:55.891252041,31.2734375
2025-04-07 13:29:56.891252041,31.28125
2025-04-07 13:29:57.891252041,31.28125
2025-04-07 13:29:58.891252041,31.2890625
