timestamp,value
2025-04-07 13:28:54.894761086,0
2025-04-07 13:28:59.894761086,0
2025-04-07 13:29:04.894760847,0
2025-04-07 13:29:09.894760847,0
2025-04-07 13:29:14.894760847,0
2025-04-07 13:29:19.894760609,0
2025-04-07 13:29:24.894760609,0
2025-04-07 13:29:29.894760609,0
2025-04-07 13:29:34.894760609,0
2025-04-07 13:29:39.894760370,0
2025-04-07 13:29:44.894760370,0
2025-04-07 13:29:49.894760370,0
2025-04-07 13:29:54.894760132,0
2025-04-07 13:29:59.894760132,0
2025-04-07 13:30:04.894760132,0
2025-04-07 13:30:09.894759893,0
2025-04-07 13:30:14.894759893,0
2025-04-07 13:30:19.894759893,0
2025-04-07 13:30:24.894759655,0
2025-04-07 13:30:29.894759655,0
2025-04-07 13:30:34.894759655,0
2025-04-07 13:30:39.894759417,0
2025-04-07 13:30:44.894759417,0
2025-04-07 13:30:49.894759417,0
2025-04-07 13:30:54.894759417,0
2025-04-07 13:30:59.894759178,0
2025-04-07 13:31:04.894759178,0
2025-04-07 13:31:09.894759178,0
2025-04-07 13:31:14.894758940,0
2025-04-07 13:31:19.894758940,0
2025-04-07 13:31:24.894758940,0
2025-04-07 13:31:29.894758701,0
2025-04-07 13:31:34.894758701,0
2025-04-07 13:31:39.894758701,0
2025-04-07 13:31:44.894758463,0
2025-04-07 13:31:49.894758463,0
2025-04-07 13:31:54.894758463,0
2025-04-07 13:31:59.894758224,0
2025-04-07 13:32:04.894758224,0
2025-04-07 13:32:09.894758224,0
2025-04-07 13:32:14.894758224,0
2025-04-07 13:32:19.894757986,0
2025-04-07 13:32:24.894757986,0
2025-04-07 13:32:29.894757986,0
2025-04-07 13:32:34.894757748,0
2025-04-07 13:32:39.894757748,0
2025-04-07 13:32:44.894757748,0
2025-04-07 13:32:49.894757509,0
2025-04-07 13:32:54.894757509,0
2025-04-07 13:32:59.894757509,0
2025-04-07 13:33:04.894757271,0
2025-04-07 13:33:09.894757271,0
2025-04-07 13:33:14.894757271,0
2025-04-07 13:33:19.894757032,0
2025-04-07 13:33:24.894757032,0
2025-04-07 13:33:29.894757032,0
2025-04-07 13:33:34.894757032,0
2025-04-07 13:33:39.894756794,0
2025-04-07 13:33:44.894756794,0
2025-04-07 13:33:49.894756794,0
2025-04-07 13:33:54.894756556,0
2025-04-07 13:33:59.894756556,0
2025-04-07 13:34:04.894756556,0
2025-04-07 13:34:09.894756317,0
2025-04-07 13:34:14.894756317,0
2025-04-07 13:34:19.894756317,0
2025-04-07 13:34:24.894756079,0
2025-04-07 13:34:29.894756079,0
2025-04-07 13:34:34.894756079,0
2025-04-07 13:34:39.894755840,0
2025-04-07 13:34:44.894755840,0
2025-04-07 13:34:49.894755840,0
2025-04-07 13:34:54.894755840,0
2025-04-07 13:34:59.894755602,0
2025-04-07 13:35:04.894755602,0
2025-04-07 13:35:09.894755602,0
2025-04-07 13:35:14.894755363,0
2025-04-07 13:35:19.894755363,0
2025-04-07 13:35:24.894755363,0
2025-04-07 13:35:29.894755125,0
2025-04-07 13:35:34.894755125,0
2025-04-07 13:35:39.894755125,0
2025-04-07 13:35:44.894754887,0
2025-04-07 13:35:49.894754887,0
2025-04-07 13:35:54.894754887,0
2025-04-07 13:35:59.894754648,0
2025-04-07 13:36:04.894754648,0
2025-04-07 13:36:09.894754648,0
2025-04-07 13:36:14.894754648,0
2025-04-07 13:36:19.894754410,0
2025-04-07 13:36:24.894754410,0
2025-04-07 13:36:29.894754410,0
2025-04-07 13:36:34.894754171,0
2025-04-07 13:36:39.894754171,0
2025-04-07 13:36:44.894754171,0
2025-04-07 13:36:49.894753933,0
2025-04-07 13:36:54.894753933,0
2025-04-07 13:36:59.894753933,0
2025-04-07 13:37:04.894753695,0
2025-04-07 13:37:09.894753695,0
2025-04-07 13:37:14.894753695,0
2025-04-07 13:37:19.894753456,0
2025-04-07 13:37:24.894753456,0
2025-04-07 13:37:29.894753456,0
2025-04-07 13:37:34.894753456,0
2025-04-07 13:37:39.894753218,0
2025-04-07 13:37:44.894753218,0
2025-04-07 13:37:49.894753218,0
2025-04-07 13:37:54.894752979,0
2025-04-07 13:37:59.894752979,0
2025-04-07 13:38:04.894752979,0
2025-04-07 13:38:09.894752741,0
2025-04-07 13:38:14.894752741,0
2025-04-07 13:38:19.894752741,0
2025-04-07 13:38:24.894752502,0
2025-04-07 13:38:29.894752502,0
2025-04-07 13:38:34.894752502,0
2025-04-07 13:38:39.894752264,0
2025-04-07 13:38:44.894752264,0
2025-04-07 13:38:49.894752264,0
2025-04-07 13:38:54.894752264,0
2025-04-07 13:38:59.894752026,0
2025-04-07 13:39:04.894752026,0
2025-04-07 13:39:09.894752026,0
2025-04-07 13:39:14.894751787,0
2025-04-07 13:39:19.894751787,0
2025-04-07 13:39:24.894751787,0
2025-04-07 13:39:29.894751549,0
2025-04-07 13:39:34.894751549,0
2025-04-07 13:39:39.894751549,0
2025-04-07 13:39:44.894751310,0
2025-04-07 13:39:49.894751310,0
2025-04-07 13:39:54.894751310,0
2025-04-07 13:39:59.894751072,0
2025-04-07 13:40:04.894751072,0
2025-04-07 13:40:09.894751072,0
2025-04-07 13:40:14.894751072,0
2025-04-07 13:40:19.894750834,0
2025-04-07 13:40:24.894750834,0
2025-04-07 13:40:29.894750834,0
2025-04-07 13:40:34.894750595,0
2025-04-07 13:40:39.894750595,0
2025-04-07 13:40:44.894750595,0
2025-04-07 13:40:49.894750357,0
2025-04-07 13:40:54.894750357,0
2025-04-07 13:40:59.894750357,0
2025-04-07 13:41:04.894750118,0
2025-04-07 13:41:09.894750118,0
2025-04-07 13:41:14.894750118,0
2025-04-07 13:41:19.894749880,0
2025-04-07 13:41:24.894749880,0
2025-04-07 13:41:29.894749880,0
2025-04-07 13:41:34.894749880,0
2025-04-07 13:41:39.894749641,0
2025-04-07 13:41:44.894749641,0
2025-04-07 13:41:49.894749641,0
2025-04-07 13:41:54.894749403,0
2025-04-07 13:41:59.894749403,0
2025-04-07 13:42:04.894749403,0
2025-04-07 13:42:09.894749165,0
2025-04-07 13:42:14.894749165,0
2025-04-07 13:42:19.894749165,0
2025-04-07 13:42:24.894748926,0
2025-04-07 13:42:29.894748926,0
2025-04-07 13:42:34.894748926,0
2025-04-07 13:42:39.894748688,0
2025-04-07 13:42:44.894748688,0
2025-04-07 13:42:49.894748688,0
2025-04-07 13:42:54.894748688,0
2025-04-07 13:42:59.894748449,0
2025-04-07 13:43:04.894748449,0
2025-04-07 13:43:09.894748449,0
2025-04-07 13:43:14.894748211,0
2025-04-07 13:43:19.894748211,0
2025-04-07 13:43:24.894748211,0
2025-04-07 13:43:29.894747972,0
2025-04-07 13:43:34.894747972,0
2025-04-07 13:43:39.894747972,0
2025-04-07 13:43:44.894747734,0
2025-04-07 13:43:49.894747734,0
2025-04-07 13:43:54.894747734,0
2025-04-07 13:43:59.894747496,0
2025-04-07 13:44:04.894747496,0
2025-04-07 13:44:09.894747496,0
2025-04-07 13:44:14.894747496,0
2025-04-07 13:44:19.894747257,0
2025-04-07 13:44:24.894747257,0
2025-04-07 13:44:29.894747257,0
2025-04-07 13:44:34.894747019,0
2025-04-07 13:44:39.894747019,0
2025-04-07 13:44:44.894747019,0
2025-04-07 13:44:49.894746780,0
2025-04-07 13:44:54.894746780,0
2025-04-07 13:44:59.894746780,0
2025-04-07 13:45:04.894746542,0
2025-04-07 13:45:09.894746542,0
2025-04-07 13:45:14.894746542,0
2025-04-07 13:45:19.894746304,0
2025-04-07 13:45:24.894746304,0
2025-04-07 13:45:29.894746304,0
2025-04-07 13:45:34.894746304,0
2025-04-07 13:45:39.894746065,0
2025-04-07 13:45:44.894746065,0
2025-04-07 13:45:49.894746065,0
2025-04-07 13:45:54.894745827,0
2025-04-07 13:45:59.894745827,0
2025-04-07 13:46:04.894745827,0
2025-04-07 13:46:09.894745588,0
2025-04-07 13:46:14.894745588,0
2025-04-07 13:46:19.894745588,0
2025-04-07 13:46:24.894745350,0
2025-04-07 13:46:29.894745350,0
2025-04-07 13:46:34.894745350,0
2025-04-07 13:46:39.894745111,0
2025-04-07 13:46:44.894745111,0
2025-04-07 13:46:49.894745111,0
